transaction_id,contractor_or_beneficiary,amount,date,agency,purpose,anchored_hash,day_of_year,anomaly_score_rf,anomaly_score_xgb,anomaly_score_gb,anomaly_score_ensemble,is_anomaly_predicted,risk_level
7863,Individual Aid Recipient 1,2632.26,2025-08-21,Education,Equipment,antigrav_hash_00001eb6,233,0.0,1.9719642e-05,1.5936081644448908e-08,6.578526125870745e-06,0,LOW
7864,Individual Aid Recipient 919,8398.73,2025-05-22,DOE,Services,antigrav_hash_00001eb7,142,0.0,6.1665164e-06,1.5936081644448908e-08,2.0608174985285765e-06,0,LOW
7865,Individual Aid Recipient 205,11066.58,2025-08-07,DOD,Construction,antigrav_hash_00001eb8,219,0.0,8.037762e-06,1.5936081644448908e-08,2.6845660938213338e-06,0,LOW
7866,Individual Aid Recipient 19,4786.83,2025-12-21,HHS,Equipment,antigrav_hash_00001eb9,355,0.0,8.329914e-06,1.5936081644448908e-08,2.7819499358487698e-06,0,LOW
7867,Individual Aid Recipient 816,80039.37,2025-12-08,DOE,Aid,antigrav_hash_00001eba,342,0.0,6.401212e-06,1.5936081644448908e-08,2.1390493527085283e-06,0,LOW
7868,Individual Aid Recipient 588,74264.63,2025-06-15,DOD,Aid,antigrav_hash_00001ebb,166,0.0,6.1813244e-06,1.5936081644448908e-08,2.0657534778575487e-06,0,LOW
7869,Individual Aid Recipient 332,3892.56,2025-05-12,DOD,Aid,antigrav_hash_00001ebc,132,0.0,6.6367907e-06,1.5936081644448908e-08,2.217575580006954e-06,0,LOW
7870,Individual Aid Recipient 414,65357.11,2025-03-24,DOT,Research,antigrav_hash_00001ebd,83,0.0,7.1501127e-06,1.5936081644448908e-08,2.3886829109776528e-06,0,LOW
7871,Individual Aid Recipient 551,217557.62,2025-02-07,DOT,Construction,antigrav_hash_00001ebe,38,0.418977,0.00027060506,0.433778047954672,0.28434188433761615,0,LOW
7872,Individual Aid Recipient 843,382252.75,2025-05-22,HHS,Aid,antigrav_hash_00001ebf,142,0.0,7.9194215e-05,1.5936081644448908e-08,2.6403383619578037e-05,0,LOW
7873,Individual Aid Recipient 525,1619807.76,2025-02-01,Education,Equipment,antigrav_hash_00001ec0,32,0.7911234223182261,0.6440488,0.9992951512915218,0.8114891278716453,1,CRITICAL
7874,Individual Aid Recipient 6,5693.1,2025-07-15,DOT,Services,antigrav_hash_00001ec1,196,0.08448850000000001,0.00026589315,1.178646639945942e-07,0.028251503670896502,0,LOW
7875,Individual Aid Recipient 692,1523210.2,2025-07-18,Education,Research,antigrav_hash_00001ec2,199,0.6593812179865725,0.054593883,0.5489427344488214,0.4209726119633978,0,MEDIUM
7876,Individual Aid Recipient 332,12947.92,2025-06-20,DOD,Construction,antigrav_hash_00001ec3,171,0.08448850000000001,6.8283574e-05,1.178646639945942e-07,0.02818563381300954,0,LOW
7877,Individual Aid Recipient 640,9057.08,2025-01-31,HHS,Construction,antigrav_hash_00001ec4,31,0.46397700000000003,0.0032113532,0.433778047954672,0.3003221337205597,0,MEDIUM
7878,Individual Aid Recipient 498,35976.04,2025-05-13,Education,Aid,antigrav_hash_00001ec5,133,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
7879,Individual Aid Recipient 733,9199.53,2025-05-16,DOE,Services,antigrav_hash_00001ec6,136,0.0,2.0348198e-05,1.5936081644448908e-08,6.788044601328771e-06,0,LOW
7880,Individual Aid Recipient 829,40077.33,2025-04-02,DOT,Services,antigrav_hash_00001ec7,92,0.0,7.7858995e-06,1.5936081644448908e-08,2.6006118505602773e-06,0,LOW
7881,Individual Aid Recipient 598,3040.83,2025-08-14,DOD,Research,antigrav_hash_00001ec8,226,0.0,6.796269e-06,1.5936081644448908e-08,2.2707350905782306e-06,0,LOW
7882,Individual Aid Recipient 968,15396.12,2025-02-05,HHS,Research,antigrav_hash_00001ec9,36,0.418977,0.000186975,0.4337780459382244,0.28431400697861886,0,LOW
7883,Individual Aid Recipient 915,151504.92,2025-09-09,DOE,Services,antigrav_hash_00001eca,252,0.0,6.496481e-06,1.5936081644448908e-08,2.1708057244629828e-06,0,LOW
7884,Individual Aid Recipient 924,20219.61,2025-04-13,DOE,Construction,antigrav_hash_00001ecb,103,0.0,1.0065308e-05,1.5936081644448908e-08,3.360414638357803e-06,0,LOW
7885,Individual Aid Recipient 889,27238.69,2025-11-09,Education,Services,antigrav_hash_00001ecc,313,0.0,1.171574e-05,1.5936081644448908e-08,3.910558585348329e-06,0,LOW
7886,Individual Aid Recipient 684,44931.21,2025-07-21,DOT,Construction,antigrav_hash_00001ecd,202,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
7887,Individual Aid Recipient 391,127515.4,2025-04-02,HHS,Equipment,antigrav_hash_00001ece,92,0.0,7.4696563e-06,1.5936081644448908e-08,2.4951974734810875e-06,0,LOW
7888,Individual Aid Recipient 612,1839.34,2025-11-27,DOT,Research,antigrav_hash_00001ecf,331,0.0,1.1853444e-05,1.5936081644448908e-08,3.956460176617007e-06,0,LOW
7889,Individual Aid Recipient 344,52933.2,2025-09-09,HHS,Equipment,antigrav_hash_00001ed0,252,0.0,1.3445441e-05,1.5936081644448908e-08,4.487125778744563e-06,0,LOW
7890,Individual Aid Recipient 893,14732.21,2025-02-25,Education,Construction,antigrav_hash_00001ed1,56,0.37923274999999995,0.0006946324,0.433778047954672,0.27123514345615635,0,LOW
7891,Individual Aid Recipient 70,28281.32,2025-03-15,DOT,Equipment,antigrav_hash_00001ed2,74,0.233977,0.00014576956,1.5936081644448908e-08,0.07804092849924085,0,LOW
7892,Individual Aid Recipient 606,108004.18,2025-10-04,HHS,Construction,antigrav_hash_00001ed3,277,0.0,6.3096563e-06,1.5936081644448908e-08,2.108530803243187e-06,0,LOW
7893,Individual Aid Recipient 814,3672.84,2025-08-09,DOT,Construction,antigrav_hash_00001ed4,221,0.0,8.917064e-06,1.5936081644448908e-08,2.9776668292073915e-06,0,LOW
7894,Individual Aid Recipient 877,4822.43,2025-04-22,Education,Equipment,antigrav_hash_00001ed5,112,0.0,1.242726e-05,1.5936081644448908e-08,4.147732066203164e-06,0,LOW
7895,Individual Aid Recipient 642,1208.16,2025-11-11,HHS,Aid,antigrav_hash_00001ed6,315,0.0,8.204613e-06,1.5936081644448908e-08,2.740182907494351e-06,0,LOW
7896,Individual Aid Recipient 577,9664.95,2025-11-26,Education,Construction,antigrav_hash_00001ed7,330,0.0,6.943346e-06,1.5936081644448908e-08,2.3197606445650487e-06,0,LOW
7897,Individual Aid Recipient 103,162048.11,2025-02-24,Education,Research,antigrav_hash_00001ed8,55,0.388977,0.00017352925,0.4337780459382244,0.27430952506148815,0,LOW
7898,Individual Aid Recipient 289,18381.85,2025-08-15,DOE,Services,antigrav_hash_00001ed9,227,0.0,1.0171083e-05,1.5936081644448908e-08,3.395673019461434e-06,0,LOW
7899,Individual Aid Recipient 228,2950.74,2025-05-13,HHS,Services,antigrav_hash_00001eda,133,0.0,1.3459322e-05,1.5936081644448908e-08,4.491752681457382e-06,0,LOW
7900,Individual Aid Recipient 531,10630.49,2025-02-22,Education,Equipment,antigrav_hash_00001edb,53,0.388977,0.00017755153,0.433778047954672,0.2743108664937494,0,LOW
7901,Individual Aid Recipient 341,2364.23,2025-01-18,Education,Aid,antigrav_hash_00001edc,18,0.428977,0.00018781282,0.433778047954672,0.28764762025960783,0,LOW
7902,Individual Aid Recipient 19,4073.35,2025-02-07,HHS,Construction,antigrav_hash_00001edd,38,0.418977,0.00019370607,0.433778047954672,0.2843162513426682,0,LOW
7903,Individual Aid Recipient 134,39467.32,2025-02-06,DOT,Equipment,antigrav_hash_00001ede,37,0.418977,0.00016608217,0.433778047954672,0.2843070433757755,0,LOW
7904,Public Funds LLC,3786.47,2025-10-20,DOD,Construction,antigrav_hash_00001edf,293,0.0,6.7919673e-06,1.5936081644448908e-08,2.2693011205984354e-06,0,LOW
7905,Individual Aid Recipient 190,116885.66,2025-05-09,HHS,Services,antigrav_hash_00001ee0,129,0.0,6.7409696e-06,1.5936081644448908e-08,2.2523019067100478e-06,0,LOW
7906,Individual Aid Recipient 820,19797.67,2025-08-17,DOE,Equipment,antigrav_hash_00001ee1,229,0.0,1.0001219e-05,1.5936081644448908e-08,3.3390518204727592e-06,0,LOW
7907,Individual Aid Recipient 153,25044.06,2025-01-10,Education,Research,antigrav_hash_00001ee2,10,0.433977,0.00047437698,0.4337780459382244,0.2894098076401784,0,LOW
7908,Individual Aid Recipient 212,14507.78,2025-09-12,DOE,Services,antigrav_hash_00001ee3,255,0.0,7.4167315e-06,1.5936081644448908e-08,2.477555853168348e-06,0,LOW
7909,Individual Aid Recipient 604,70211.81,2025-03-18,Education,Aid,antigrav_hash_00001ee4,77,0.183977,0.00015145369,1.5936081644448908e-08,0.06137615654044331,0,LOW
7910,Individual Aid Recipient 143,71306.29,2025-12-01,DOE,Aid,antigrav_hash_00001ee5,335,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
7911,Individual Aid Recipient 236,36409.37,2025-11-24,HHS,Services,antigrav_hash_00001ee6,328,0.0,6.806447e-06,1.5936081644448908e-08,2.2741276573982938e-06,0,LOW
7912,Individual Aid Recipient 272,51389.22,2025-01-01,DOD,Equipment,antigrav_hash_00001ee7,1,0.433977,0.00015354835,0.433778047954672,0.289302865433602,0,LOW
7913,Individual Aid Recipient 336,16024.36,2025-01-20,DOT,Research,antigrav_hash_00001ee8,20,0.418977,0.00016132415,0.4337780459382244,0.2843054566952362,0,LOW
7914,Individual Aid Recipient 70,49677.36,2025-12-07,Education,Equipment,antigrav_hash_00001ee9,341,0.0,5.9916374e-06,1.5936081644448908e-08,2.002524496695593e-06,0,LOW
7915,Individual Aid Recipient 252,13268.97,2025-07-19,Education,Equipment,antigrav_hash_00001eea,200,0.0,6.1495793e-06,1.5936081644448908e-08,2.055171810167321e-06,0,LOW
7916,Individual Aid Recipient 30,22100.32,2025-05-17,DOT,Equipment,antigrav_hash_00001eeb,137,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
7917,Individual Aid Recipient 750,14589.16,2025-03-19,DOE,Construction,antigrav_hash_00001eec,78,0.158977,0.00017274723,1.5936081644448908e-08,0.0530499210541324,0,LOW
7918,Individual Aid Recipient 735,11094.14,2025-12-25,DOE,Equipment,antigrav_hash_00001eed,359,0.0,6.345737e-06,1.5936081644448908e-08,2.1205576580145313e-06,0,LOW
7919,Individual Aid Recipient 125,7834.81,2025-06-18,DOT,Equipment,antigrav_hash_00001eee,169,0.0,7.288354e-06,1.5936081644448908e-08,2.43476336953768e-06,0,LOW
7920,Individual Aid Recipient 537,44424.0,2025-07-20,DOE,Research,antigrav_hash_00001eef,201,0.0,5.8714977e-06,1.5936081644448908e-08,1.9624779291520277e-06,0,LOW
7921,Individual Aid Recipient 948,157299.81,2025-10-22,Education,Research,antigrav_hash_00001ef0,295,0.0,6.7562555e-06,1.5936081644448908e-08,2.2573971991942804e-06,0,LOW
7922,Individual Aid Recipient 36,127599.66,2025-01-02,Education,Aid,antigrav_hash_00001ef1,2,0.433977,0.00026250546,0.433778047954672,0.28933918447227747,0,LOW
7923,Individual Aid Recipient 365,3344.77,2025-09-21,DOD,Construction,antigrav_hash_00001ef2,264,0.0,2.2507227e-05,1.5936081644448908e-08,7.5077210892138765e-06,0,LOW
7924,Individual Aid Recipient 14,152330.01,2025-12-29,Education,Aid,antigrav_hash_00001ef3,363,0.0,1.6064982e-05,1.5936081644448908e-08,5.3603058729002015e-06,0,LOW
7925,Individual Aid Recipient 797,13667.31,2025-09-09,Education,Equipment,antigrav_hash_00001ef4,252,0.0,1.0001219e-05,1.5936081644448908e-08,3.3390518204727592e-06,0,LOW
7926,Individual Aid Recipient 234,54235.96,2025-09-02,HHS,Construction,antigrav_hash_00001ef5,245,0.0,1.2585157e-05,1.5936081644448908e-08,4.200364221429863e-06,0,LOW
7927,Individual Aid Recipient 943,5657.16,2025-08-12,Education,Equipment,antigrav_hash_00001ef6,224,0.0,6.271891e-06,1.5936081644448908e-08,2.0959423354934976e-06,0,LOW
7928,Individual Aid Recipient 428,27254.39,2025-07-26,DOT,Equipment,antigrav_hash_00001ef7,207,0.0,6.0397356e-06,1.5936081644448908e-08,2.0185572208808963e-06,0,LOW
7929,Individual Aid Recipient 974,35262.83,2025-02-05,HHS,Aid,antigrav_hash_00001ef8,36,0.418977,0.00017213933,0.433778047954672,0.28430906242976023,0,LOW
7930,Individual Aid Recipient 748,2375.81,2025-10-04,HHS,Research,antigrav_hash_00001ef9,277,0.0,7.3316455e-06,1.5936081644448908e-08,2.44919386722336e-06,0,LOW
7931,Individual Aid Recipient 520,54852.37,2025-04-26,DOT,Aid,antigrav_hash_00001efa,116,0.0,6.0397356e-06,1.5936081644448908e-08,2.0185572208808963e-06,0,LOW
7932,Individual Aid Recipient 90,165860.53,2025-01-02,DOE,Aid,antigrav_hash_00001efb,2,0.433977,0.00018186355,0.433778047954672,0.28931230383492296,0,LOW
7933,Individual Aid Recipient 751,16950.08,2025-07-16,DOT,Research,antigrav_hash_00001efc,197,0.0,1.0171083e-05,1.5936081644448908e-08,3.395673019461434e-06,0,LOW
7934,Individual Aid Recipient 426,169439.67,2025-12-19,DOT,Construction,antigrav_hash_00001efd,353,0.0,1.5131399e-05,1.5936081644448908e-08,5.049111649917073e-06,0,LOW
7935,Individual Aid Recipient 853,16571.83,2025-09-04,Education,Services,antigrav_hash_00001efe,247,0.0,1.0171083e-05,1.5936081644448908e-08,3.395673019461434e-06,0,LOW
7936,Individual Aid Recipient 946,78777.03,2025-03-04,HHS,Aid,antigrav_hash_00001eff,63,0.373977,0.0005622097,1.9407147971216547e-08,0.12484640970044286,0,LOW
7937,Individual Aid Recipient 951,790.09,2025-10-18,Education,Equipment,antigrav_hash_00001f00,291,0.0,6.7510323e-06,1.5936081644448908e-08,2.2556561231701863e-06,0,LOW
7938,Individual Aid Recipient 881,829158.55,2025-10-02,DOD,Aid,antigrav_hash_00001f01,275,0.3629455562088053,0.0005058284,1.178646639945942e-07,0.1211505008295043,0,LOW
7939,Individual Aid Recipient 49,207562.41,2025-07-03,DOE,Services,antigrav_hash_00001f02,184,0.06948850000000001,7.425737e-05,1.5936081644448908e-08,0.02318759110149272,0,LOW
7940,Individual Aid Recipient 892,14372.35,2025-06-20,DOT,Equipment,antigrav_hash_00001f03,171,0.0644885,5.6535286e-05,1.5936081644448908e-08,0.02151501707392516,0,LOW
7941,Individual Aid Recipient 360,1143.52,2025-12-16,DOE,Research,antigrav_hash_00001f04,350,0.0,1.4045534e-05,1.5936081644448908e-08,4.687156708638594e-06,0,LOW
7942,Individual Aid Recipient 397,33929.58,2025-06-05,HHS,Construction,antigrav_hash_00001f05,156,0.0,7.1606755e-06,1.5936081644448908e-08,2.3922038681331165e-06,0,LOW
7943,Individual Aid Recipient 610,2525.29,2025-07-25,HHS,Equipment,antigrav_hash_00001f06,206,0.0,8.435372e-06,1.5936081644448908e-08,2.8171028155669952e-06,0,LOW
7944,Individual Aid Recipient 824,42928.03,2025-01-29,DOT,Equipment,antigrav_hash_00001f07,29,0.418977,0.00015573254,0.433778047954672,0.2843035934998753,0,LOW
7945,Individual Aid Recipient 767,40837.19,2025-11-20,Education,Research,antigrav_hash_00001f08,324,0.0,6.029055e-06,1.5936081644448908e-08,2.014997003870806e-06,0,LOW
7946,Individual Aid Recipient 385,5366.31,2025-11-28,Education,Services,antigrav_hash_00001f09,332,0.0,6.503579e-06,1.5936081644448908e-08,2.173171623347195e-06,0,LOW
7947,Individual Aid Recipient 688,118355.79,2025-02-16,DOT,Construction,antigrav_hash_00001f0a,47,0.388977,0.00015573254,0.433778047954672,0.2743035934998753,0,LOW
7948,Individual Aid Recipient 66,73744.53,2025-07-07,DOD,Research,antigrav_hash_00001f0b,188,0.0,4.073356e-05,1.5936081644448908e-08,1.3583165705940475e-05,0,LOW
7949,Individual Aid Recipient 948,95199.98,2025-10-01,DOE,Research,antigrav_hash_00001f0c,274,0.0,1.12759835e-05,1.5936081644448908e-08,3.763973202109282e-06,0,LOW
7950,Individual Aid Recipient 209,22321.07,2025-06-24,HHS,Construction,antigrav_hash_00001f0d,175,0.0,6.4276014e-06,1.5936081644448908e-08,2.147845833881626e-06,0,LOW
7951,Individual Aid Recipient 961,2635.2,2025-02-11,DOT,Aid,antigrav_hash_00001f0e,42,0.40397700000000003,0.00024446368,0.433778047954672,0.27933317054406337,0,LOW
7952,Individual Aid Recipient 772,95493.02,2025-08-24,DOD,Aid,antigrav_hash_00001f0f,236,0.0,6.362085e-06,1.5936081644448908e-08,2.1260070471026544e-06,0,LOW
7953,Individual Aid Recipient 251,14682.96,2025-05-29,DOT,Research,antigrav_hash_00001f10,149,0.0,2.0428772e-05,1.5936081644448908e-08,6.814902586201927e-06,0,LOW
7954,Individual Aid Recipient 338,2738.95,2025-11-28,Education,Aid,antigrav_hash_00001f11,332,0.0,1.04965175e-05,1.5936081644448908e-08,3.5041511810259964e-06,0,LOW
7955,Individual Aid Recipient 45,167386.21,2025-04-14,DOD,Research,antigrav_hash_00001f12,104,0.0,8.111656e-06,1.5936081644448908e-08,2.709197332499649e-06,0,LOW
7956,Individual Aid Recipient 429,513554.42,2025-04-01,DOE,Construction,antigrav_hash_00001f13,91,0.0,9.7208984e-05,1.5936081644448908e-08,3.240830662345896e-05,0,LOW
7957,Individual Aid Recipient 552,20704.94,2025-10-11,HHS,Equipment,antigrav_hash_00001f14,284,0.0,2.8386397e-05,1.5936081644448908e-08,9.467444490252474e-06,0,LOW
7958,Individual Aid Recipient 436,561676.72,2025-01-21,HHS,Construction,antigrav_hash_00001f15,21,0.418977,0.005816851,0.433778047954672,0.28619063292197167,0,LOW
7959,Individual Aid Recipient 103,25259.87,2025-07-16,Education,Aid,antigrav_hash_00001f16,197,0.0,1.2990318e-05,1.5936081644448908e-08,4.335418121345131e-06,0,LOW
7960,Individual Aid Recipient 629,12448.01,2025-12-05,DOT,Construction,antigrav_hash_00001f17,339,0.0,2.1805845e-05,1.5936081644448908e-08,7.273926987505928e-06,0,LOW
7961,Individual Aid Recipient 486,8555.35,2025-04-08,HHS,Equipment,antigrav_hash_00001f18,98,0.0,7.6264514e-06,1.5936081644448908e-08,2.54746249601317e-06,0,LOW
7962,Individual Aid Recipient 768,256689.8,2025-06-03,DOT,Services,antigrav_hash_00001f19,154,0.0,1.16474275e-05,1.5936081644448908e-08,3.8877878696649406e-06,0,LOW
7963,Individual Aid Recipient 647,6834.81,2025-12-23,DOT,Aid,antigrav_hash_00001f1a,357,0.0,1.3476636e-05,1.5936081644448908e-08,4.497524031669933e-06,0,LOW
7964,Individual Aid Recipient 137,66363.6,2025-07-19,DOE,Services,antigrav_hash_00001f1b,200,0.0,1.4781957e-05,1.5936081644448908e-08,4.932631147636511e-06,0,LOW
7965,Individual Aid Recipient 207,9520.99,2025-02-24,HHS,Equipment,antigrav_hash_00001f1c,55,0.388977,0.00020506652,0.433778047954672,0.27432003815846423,0,LOW
7966,Individual Aid Recipient 525,11042.87,2025-11-19,Education,Construction,antigrav_hash_00001f1d,323,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
7967,Individual Aid Recipient 261,103298.13,2025-12-19,Education,Construction,antigrav_hash_00001f1e,353,0.0,5.9916374e-06,1.5936081644448908e-08,2.002524496695593e-06,0,LOW
7968,Individual Aid Recipient 754,12455.84,2025-07-03,DOE,Construction,antigrav_hash_00001f1f,184,0.0,7.659492e-06,1.5936081644448908e-08,2.55847617368674e-06,0,LOW
7969,Individual Aid Recipient 33,12001.74,2025-09-07,HHS,Equipment,antigrav_hash_00001f20,250,0.0,9.895314e-06,1.5936081644448908e-08,3.3037500867883433e-06,0,LOW
7970,Individual Aid Recipient 238,120476.15,2025-02-13,HHS,Aid,antigrav_hash_00001f21,44,0.388977,0.00016269126,0.433778047954672,0.2743059130703121,0,LOW
7971,Individual Aid Recipient 903,241855.55,2025-11-20,DOE,Services,antigrav_hash_00001f22,324,0.0,1.6790422e-05,1.5936081644448908e-08,5.602119292558581e-06,0,LOW
7972,Infra Builders,57932.55,2025-08-13,Education,Research,antigrav_hash_00001f23,225,0.0,2.9482771e-05,1.5936081644448908e-08,9.83290250195728e-06,0,LOW
7973,Individual Aid Recipient 529,8248.98,2025-04-08,HHS,Equipment,antigrav_hash_00001f24,98,0.0,1.5211598e-05,1.5936081644448908e-08,5.075844730851185e-06,0,LOW
7974,Individual Aid Recipient 447,10240.31,2025-03-13,DOE,Research,antigrav_hash_00001f25,72,0.283977,0.00016358851,1.5936081644448908e-08,0.09471353481629563,0,LOW
7975,Individual Aid Recipient 190,24831.61,2025-01-19,DOD,Equipment,antigrav_hash_00001f26,19,0.41423275,0.00049287017,0.433778047954672,0.2828345560406785,0,LOW
7976,Individual Aid Recipient 296,35646.1,2025-04-09,DOD,Construction,antigrav_hash_00001f27,99,0.0,7.0498154e-06,1.5936081644448908e-08,2.355250492070281e-06,0,LOW
7977,Individual Aid Recipient 477,5005.04,2025-01-13,DOE,Research,antigrav_hash_00001f28,13,0.433977,0.00015293522,0.4337780459382244,0.289302660384654,0,LOW
7978,Individual Aid Recipient 670,65157.12,2025-10-31,HHS,Services,antigrav_hash_00001f29,304,0.0,6.7409696e-06,1.5936081644448908e-08,2.2523019067100478e-06,0,LOW
7979,Individual Aid Recipient 552,25041.01,2025-05-03,DOT,Services,antigrav_hash_00001f2a,123,0.0,5.8681335e-06,1.5936081644448908e-08,1.9613565221847417e-06,0,LOW
7980,Individual Aid Recipient 901,1679.81,2025-09-08,HHS,Services,antigrav_hash_00001f2b,251,0.0,6.7524415e-06,1.5936081644448908e-08,2.256125877183652e-06,0,LOW
7981,Individual Aid Recipient 131,5467.68,2025-07-19,DOE,Equipment,antigrav_hash_00001f2c,200,0.0,7.4637746e-06,1.5936081644448908e-08,2.493236906068966e-06,0,LOW
7982,Individual Aid Recipient 39,10340.33,2025-02-02,DOE,Services,antigrav_hash_00001f2d,33,0.418977,0.00018321279,0.4337780459382244,0.2843127529091164,0,LOW
7983,Individual Aid Recipient 230,19746.14,2025-10-04,DOT,Research,antigrav_hash_00001f2e,277,0.0,6.697173e-06,1.5936081644448908e-08,2.2377030009220894e-06,0,LOW
7984,Individual Aid Recipient 373,374713.94,2025-11-26,HHS,Research,antigrav_hash_00001f2f,330,0.0,2.2441685e-05,1.5936081644448908e-08,7.485873813817688e-06,0,LOW
7985,Individual Aid Recipient 728,31484.7,2025-06-07,DOT,Construction,antigrav_hash_00001f30,158,0.0,1.22398005e-05,1.5936081644448908e-08,4.085245535882756e-06,0,LOW
7986,Individual Aid Recipient 47,6240.67,2025-09-13,HHS,Aid,antigrav_hash_00001f31,256,0.0,2.1072896e-05,1.5936081644448908e-08,7.0296106384282694e-06,0,LOW
7987,Individual Aid Recipient 670,30667.12,2025-10-01,DOD,Construction,antigrav_hash_00001f32,274,0.0,6.544855e-06,1.5936081644448908e-08,2.186930307613165e-06,0,LOW
7988,Individual Aid Recipient 451,12989.13,2025-08-19,DOD,Research,antigrav_hash_00001f33,231,0.0,8.185012e-06,1.5936081644448908e-08,2.733649400721715e-06,0,LOW
7989,Individual Aid Recipient 698,35851.38,2025-01-09,Education,Equipment,antigrav_hash_00001f34,9,0.433977,0.00016946941,0.433778047954672,0.28930817245402746,0,LOW
7990,Individual Aid Recipient 608,52620.0,2025-01-19,DOD,Research,antigrav_hash_00001f35,19,0.423977,0.00015651828,0.4337780459382244,0.2859705214046137,0,LOW
7991,Individual Aid Recipient 41,135110.19,2025-06-23,HHS,Services,antigrav_hash_00001f36,174,0.0,6.7988367e-06,1.5936081644448908e-08,2.271590925092599e-06,0,LOW
7992,Individual Aid Recipient 367,21238.49,2025-01-29,DOT,Equipment,antigrav_hash_00001f37,29,0.418977,0.00026250546,0.433778047954672,0.2843391844722774,0,LOW
7993,Individual Aid Recipient 566,257413.96,2025-06-22,DOD,Construction,antigrav_hash_00001f38,173,0.0,8.614462e-05,1.5936081644448908e-08,2.8720184341809503e-05,0,LOW
7994,Individual Aid Recipient 711,85994.1,2025-01-22,DOT,Research,antigrav_hash_00001f39,22,0.418977,0.00041370298,0.4337780459382244,0.2843895829712391,0,LOW
7995,Individual Aid Recipient 809,7622.36,2025-07-27,DOT,Research,antigrav_hash_00001f3a,208,0.0,1.4492017e-05,1.5936081644448908e-08,4.835984299482412e-06,0,LOW
7996,Individual Aid Recipient 283,606089.84,2025-03-02,DOD,Services,antigrav_hash_00001f3b,61,0.4082097499999999,0.0027387922,1.9407147811887767e-08,0.13698285387451767,0,LOW
7997,Individual Aid Recipient 177,35971.84,2025-04-19,Education,Services,antigrav_hash_00001f3c,109,0.0,1.5495041e-05,1.5936081644448908e-08,5.170325768955462e-06,0,LOW
7998,Individual Aid Recipient 9,6293.76,2025-12-01,Education,Research,antigrav_hash_00001f3d,335,0.0,2.2877904e-05,1.5936081644448908e-08,7.631280188758337e-06,0,LOW
7999,GovContract Services,262858.09,2025-12-08,Education,Aid,antigrav_hash_00001f3e,342,0.0,1.26187815e-05,1.5936081644448908e-08,4.211572530969612e-06,0,LOW
8000,Individual Aid Recipient 1000,497159.6,2025-09-25,HHS,Construction,antigrav_hash_00001f3f,268,0.0,0.00015801996,1.5936081644448908e-08,5.267863219677543e-05,0,LOW
8001,Individual Aid Recipient 585,20961.91,2025-08-23,Education,Services,antigrav_hash_00001f40,235,0.0,3.616131e-05,1.5936081644448908e-08,1.2059081778433894e-05,0,LOW
8002,Individual Aid Recipient 161,10347.75,2025-12-14,DOE,Research,antigrav_hash_00001f41,348,0.0,2.3110893e-05,1.5936081644448908e-08,7.708943154002329e-06,0,LOW
8003,Individual Aid Recipient 761,17007.97,2025-10-02,Education,Research,antigrav_hash_00001f42,275,0.0,6.6398425e-06,1.5936081644448908e-08,2.218592849830887e-06,0,LOW
8004,Individual Aid Recipient 710,64350.35,2025-03-18,DOD,Aid,antigrav_hash_00001f43,77,0.183977,0.00015354835,1.5936081644448908e-08,0.061376854760738515,0,LOW
8005,Individual Aid Recipient 626,149759.35,2025-10-24,DOE,Services,antigrav_hash_00001f44,297,0.0,6.3300763e-06,1.5936081644448908e-08,2.1153374615912554e-06,0,LOW
8006,Individual Aid Recipient 628,51830.34,2025-04-30,DOD,Equipment,antigrav_hash_00001f45,120,0.0,9.8783985e-06,1.5936081644448908e-08,3.298111522802252e-06,0,LOW
8007,Individual Aid Recipient 771,25657.34,2025-02-06,HHS,Equipment,antigrav_hash_00001f46,37,0.418977,0.00064412894,0.433778047954672,0.2844663922996437,0,LOW
8008,Individual Aid Recipient 574,208358.96,2025-01-19,HHS,Aid,antigrav_hash_00001f47,19,0.423977,0.0002185815,0.433778047954672,0.2859912098167486,0,LOW
8009,Individual Aid Recipient 374,13776.86,2025-03-14,DOE,Research,antigrav_hash_00001f48,73,0.27897700000000003,0.0003425889,1.5936081644448908e-08,0.09310653494563431,0,LOW
8010,Individual Aid Recipient 786,103401.94,2025-09-08,DOT,Equipment,antigrav_hash_00001f49,251,0.0,1.12759835e-05,1.5936081644448908e-08,3.763973202109282e-06,0,LOW
8011,Individual Aid Recipient 294,14298.44,2025-12-01,DOE,Aid,antigrav_hash_00001f4a,335,0.0,7.659492e-06,1.5936081644448908e-08,2.55847617368674e-06,0,LOW
8012,Individual Aid Recipient 554,42046.63,2025-01-10,Education,Construction,antigrav_hash_00001f4b,10,0.433977,0.00022858949,0.433778047954672,0.2893278791475442,0,LOW
8013,Individual Aid Recipient 607,18576.57,2025-08-30,DOE,Services,antigrav_hash_00001f4c,242,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
